
Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Yang F.; Wang D.; Zhao Y.; Tsui K.-L.; Bae S.J.,"Yang, Fangfang (57013830300); Wang, Dong (56342707500); Zhao, Yang (56050474500); Tsui, Kwok-Leung (7101671584); Bae, Suk Joo (12800847700)",57013830300; 56342707500; 56050474500; 7101671584; 12800847700,A study of the relationship between coulombic efficiency and capacity degradation of commercial lithium-ion batteries,2018,Energy,145,,,486,495,9,312,10.1016/j.energy.2017.12.144,https://www.scopus.com/pages/publications/85040049214?origin=resultslist,"High coulombic efficiency (CE) usually indicates a long battery cycle life. However, the relationship between long-term CE evolution and battery degradation is not fully understood yet. This paper explores the behavior of long-term CE and clarifies its relationship with capacity degradation. Cycle life tests are conducted on two types of mainstream commercial lithium-ion batteries. An incremental capacity (IC) analysis is then employed to identify battery aging mechanisms. Experimental observations along with in-depth discussions are presented regarding battery degradation, aging mechanisms, and CE evolution. From the experimental results, two typical degradation patterns are recognized. From the IC analysis, we observed that, in addition to a loss of lithium inventory, a loss of active material accelerates battery degradation and brings down CE values. From an electrochemical perspective, this paper establishes the relationship between CE evolution and capacity degradation. This relationship can help develop battery degradation models, estimate battery health states, and provide early failure warnings for a battery management system. © 2017 Elsevier Ltd",Aging mechanism; Capacity degradation; Coulombic efficiency; Incremental capacity; Lithium-ion battery,Battery management systems; Charging (batteries); Efficiency; Integrated circuits; Ions; Aging mechanism; Battery aging; Battery cycle life; Battery degradation; Capacity analysis; Capacity degradation; Coulombic efficiency; Cycle life test; Efficiency degradation; Incremental capacity; aging; degradation; electrochemical method; energy efficiency; experimental study; fuel cell; testing method; Lithium-ion batteries,Article,Final,,Scopus,2-s2.0-85040049214

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Lyu P.; Liu X.; Qu J.; Zhao J.; Huo Y.; Qu Z.; Rao Z.,"Lyu, Peizhao (57204177674); Liu, Xinjian (56014338400); Qu, Jie (57192703244); Zhao, Jiateng (56402159400); Huo, Yutao (56126777600); Qu, Zhiguo (7202671251); Rao, Zhonghao (44461981100)",57204177674; 56014338400; 57192703244; 56402159400; 56126777600; 7202671251; 44461981100,Recent advances of thermal safety of lithium ion battery for energy storage,2020,Energy Storage Materials,31,,,195,220,25,558,10.1016/j.ensm.2020.06.042,https://www.scopus.com/pages/publications/85088246846?origin=resultslist,"Lithium ion batteries have been widely used in the power-driven system and energy storage system. While thermal safety for lithium ion battery has been constantly concerned all over the world due to the thermal runaway problems occurred in recent years. Lithium ion battery has high temperature sensitivity and the relatively narrow operating temperature range because of the complex electrochemical reactions at different temperatures. And the temperature change, including the global temperature change in different seasons and the local temperature rise that is induced by its self-heating etc., can trigger side reactions and then lead to thermal runaway, which should be further considered to ensure thermal safety of lithium ion battery. This review summarizes the inducements of thermal runaway and relevant solutions, spanning a wide temperature range. The low temperature induced issues, such as capacity fade and lithium plating and dendrite, can cause internal short circuit (ISC), while as the temperature is above the critical temperature, the speeding of side reactions and reduction of lifespan (T ​> ​40 ​°C) and thermal runaway (T ​> ​90 ​°C) will be triggered. In order to solve the thermal issues in batteries, extensive approaches have been investigated to prevent the occurrence, propagation and deterioration of thermal runaway, from the perspective of material to the battery system. The triggered mechanism at a wide temperature range, key factors for thermal safety and the effective heat dissipation strategies are concluded in this review. This review is expected to offer effective thermal safety strategies and promote the development of lithium ion battery with high-energy density. © 2020 Elsevier B.V.",Energy storage; Lithium ion battery; Thermal safety,Deterioration; Energy storage; Ions; Temperature; Critical temperatures; Electrochemical reactions; Energy storage systems; Global temperature change; High energy densities; High temperature sensitivity; Operating temperature ranges; Wide temperature ranges; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85088246846

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Yang Y.; Okonkwo E.G.; Huang G.; Xu S.; Sun W.; He Y.,"Yang, Yue (55963046700); Okonkwo, Emineke G. (57201408082); Huang, Guoyong (55545189000); Xu, Shengming (15761599200); Sun, Wei (56422843400); He, Yinghe (7404941695)",55963046700; 57201408082; 55545189000; 15761599200; 56422843400; 7404941695,On the sustainability of lithium ion battery industry – A review and perspective,2021,Energy Storage Materials,36,,,186,212,26,816,10.1016/j.ensm.2020.12.019,https://www.scopus.com/pages/publications/85098971512?origin=resultslist,"The consumption of rechargeable batteries has been increasing rapidly. High demand on specific metals for battery manufacturing and environmental impacts from battery disposal make it essential to recycle and retrieve materials from the spent batteries. There have been some review articles on battery recycling, mostly on the technologies for the materials recovery and some on life cycle assessment (LCA). To develop a truly sustainable battery industry, however, battery recycling must be commercially viable. Yet, very limited information on the economics of battery recycling is available. This paper examines technologies and research efforts in battery recycling from the perspective of economic viability and life cycle inventory. With the support of up-to-date statistics, the paper also comments on the challenges facing battery recycling, and the role of battery design and circular economy in the sustainable development of battery industry where governments, manufacturers and consumers all play a part. © 2020 Elsevier B.V.",Recyling; Review and perspective; Spent Lithium ion battery; Sustainability,Electronic Waste; Environmental impact; Industrial economics; Life cycle; Recycling; Sustainable development; Battery industry; Battery manufacturing; Battery recycling; Economic viability; Life Cycle Assessment (LCA); Life Cycle Inventory; Limited information; Materials recovery; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85098971512

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Zhang L.; Li X.; Yang M.; Chen W.,"Zhang, Lupeng (60247815400); Li, Xinle (57205704330); Yang, Mingrui (58630425000); Chen, Weihua (55715983400)",60247815400; 57205704330; 58630425000; 55715983400,High-safety separators for lithium-ion batteries and sodium-ion batteries: advances and perspective,2021,Energy Storage Materials,41,,,522,545,23,546,10.1016/j.ensm.2021.06.033,https://www.scopus.com/pages/publications/85108966219?origin=resultslist,"Lithium-ion batteries and sodium-ion batteries have obtained great progress in recent decades, and will make excellent contribution in portable electronics, electric vehicles and other large-scale energy storage areas. The safety issues of batteries have become increasingly important and challenging because of frequent occurrence of battery accidents. The separator is an indispensable component in lithium-ion batteries and sodium-ion batteries and directly affects the electrochemical performance and, especially, safety. It is imperative to develop high-safety separators for rechargeable lithium-ion batteries and sodium-ion batteries. This review summarizes and discusses lithium-ion battery separators from a new perspective of safety (chemical compatibility, heat-resistance, mechanical strength and anti-dendrite ability), the development status of sodium-ion battery separators and the difference between lithium-ion battery separators and sodium-ion battery separators. The key challenges and perspectives in the development direction of high-safety separators are outlined. © 2021",lithium-ion batteries; safety; Separator; sodium-ion batteries,Accident prevention; Heat resistance; Metal ions; Separators; Sodium-ion batteries; Battery separators; Energy; High safety; Ion batteries; Large-scales; Lithium ions; Portable electronics; Safety issues; Sodium ion batteries; Storage area; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85108966219

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Yang Y.; Yang W.; Yang H.; Zhou H.,"Yang, Yang (58317850300); Yang, Wuhai (57205325467); Yang, Huijun (55825641000); Zhou, Haoshen (7404742301)",58317850300; 57205325467; 55825641000; 7404742301,Electrolyte design principles for low-temperature lithium-ion batteries,2023,eScience,3,6,100170,,,,184,10.1016/j.esci.2023.100170,https://www.scopus.com/pages/publications/85176444387?origin=resultslist,"Alongside the pursuit of high energy density and long service life, the urgent demand for low-temperature performance remains a long-standing challenge for a wide range of Li-ion battery applications, such as electric vehicles, portable electronics, large-scale grid systems, and special space/seabed/military purposes. Current Li-ion batteries suffer a major loss of capacity and power and fail to operate normally when the temperature decreases to −20 ​°C. This deterioration is mainly attributed to poor Li-ion transport in a bulk carbonated ester electrolyte and its derived solid–electrolyte interphase (SEI). In this mini-review discussing the limiting factors in the Li-ion diffusion process, we propose three basic requirements when formulating electrolytes for low-temperature Li-ion batteries: low melting point, poor Li+ affinity, and a favorable SEI. Then, we briefly review emerging progress, including liquefied gas electrolytes, weakly solvating electrolytes, and localized high-concentration electrolytes. The proposed novel electrolytes effectively improve the reaction kinetics via accelerating Li-ion diffusion in the bulk electrolyte and interphase. The final part of the paper addresses future challenges and offers perspectives on electrolyte designs for low-temperature Li-ion batteries. © 2023 The Authors",Electrolyte design; Li-ion batteries; Li-ion diffusion; Low temperatures; Solid–electrolyte interphase,,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85176444387

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Shen S.; Sadoughi M.; Chen X.; Hong M.; Hu C.,"Shen, S. (59592282400); Sadoughi, Mohammadkazem (56509466700); Chen, Xiangyi (57192477555); Hong, Mingyi (34969184900); Hu, Chao (55702520675)",59592282400; 56509466700; 57192477555; 34969184900; 55702520675,A deep learning method for online capacity estimation of lithium-ion batteries,2019,Journal of Energy Storage,25,,100817,,,,382,10.1016/j.est.2019.100817,https://www.scopus.com/pages/publications/85070187168?origin=resultslist,"The past two decades have seen an increasing usage of lithium-ion (Li-ion) rechargeable batteries in diverse applications including consumer electronics, power backup, and grid-scale energy storage. To guarantee safe and reliable operation of a Li-ion battery pack, battery management systems (BMSs) should possess the capability to monitor, in real time, the state of health (SOH) of the individual cells in the pack. This paper presents a deep learning method which utilizes deep convolutional neural network (DCNN) for cell-level capacity estimation based on the voltage, current, and charge capacity measurements during a partial charge cycle. The unique features of DCNN include the local connectivity and shared weights, which enable the model to accurately estimate battery capacity using the measurements during charge. To the best of our knowledge, this is one of the first attempts to apply deep learning to the online capacity estimation of Li-ion batteries. Ten-year daily cycling data from eight implantable Li-ion cells and half-year cycling data from 20 18650 Li-ion cells were utilized to verify the performance of the proposed deep learning method. Compared with traditional machine learning methods such as shallow neural networks and relevance vector machine (RVM), the proposed deep learning method is demonstrated to produce higher accuracy and robustness in the online estimation of Li-ion battery capacity. © 2019 Elsevier Ltd",Capacity estimation; Deep learning; Health monitoring; Lithium-ion batteries,Battery management systems; Battery Pack; Deep learning; Deep neural networks; Digital storage; E-learning; Ions; Neural networks; Real time systems; Battery management systems (BMSs); Capacity estimation; Convolutional neural network; Diverse applications; Health monitoring; Machine learning methods; On-line estimation; Relevance Vector Machine; Lithium-ion batteries,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85070187168

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Wu S.; Xiong R.; Li H.; Nian V.; Ma S.,"Wu, Shujie (57211634477); Xiong, Rui (57201315780); Li, Hailong (11640367500); Nian, Victor (55991256300); Ma, Suxiao (57208423524)",57211634477; 57201315780; 11640367500; 55991256300; 57208423524,The state of the art on preheating lithium-ion batteries in cold weather,2020,Journal of Energy Storage,27,,101059,,,,238,10.1016/j.est.2019.101059,https://www.scopus.com/pages/publications/85074704695?origin=resultslist,"Preheating batteries in electric vehicles under cold weather conditions is one of the key measures to improve the performance and lifetime of lithium-ion batteries. In general, preheating can be divided into external heating and internal heating, depending on the location of the heat source. External heating methods are usually characterized by low system complexity, long heating time and high energy loss; while internal heating methods can achieve a shorter heating time, a higher heating efficiency and lower impacts on thermal-induced aging but at a higher risk in safety. Through reviewing recent progress in the development of preheating methods for lithium-ion batteries, this paper provides insights on developing new preheating techniques and guidance on the selection of preheating methods. © 2019 Elsevier Ltd",Battery thermal management; Electric vehicles; External heating; Internal heating; Lithium-ion battery preheating,Battery management systems; Electric vehicles; Energy dissipation; Ions; Preheating; Battery thermal managements; External heating; Heat sources; Heating efficiencies; Internal heating; Recent progress; State of the art; System complexity; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85074704695

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Xie W.; Liu X.; He R.; Li Y.; Gao X.; Li X.; Peng Z.; Feng S.; Feng X.; Yang S.,"Xie, Wenlong (57218827354); Liu, Xinhua (55865183700); He, Rong (57214890053); Li, Yalun (57208249523); Gao, Xinlei (57216920716); Li, Xinghu (27167814400); Peng, Zhaoxia (55524062400); Feng, Suwei (57218826620); Feng, Xuning (55084333300); Yang, Shichun (37123179700)",57218827354; 55865183700; 57214890053; 57208249523; 57216920716; 27167814400; 55524062400; 57218826620; 55084333300; 37123179700,Challenges and opportunities toward fast-charging of lithium-ion batteries,2020,Journal of Energy Storage,32,,101837,,,,292,10.1016/j.est.2020.101837,https://www.scopus.com/pages/publications/85090323075?origin=resultslist,"Improving the rate capability of lithium-ion batteries is beneficial to the convenience of electric vehicle application. The high-rate charging, however, leads to lithium inventory loss, mechanical effects and even thermal runaway. Therefore, the optimal charging algorithm of Li-ion batteries should achieve the shortest charging interval with minimal degradation. This paper thoroughly reviews the recent progress on fast charging in terms of material chemistry, thermal issues and charging optimization. Specifically, the microscale mechanisms that limit rate capability are explored and methods for material modification are addressed in detail. To improves the operation safety and battery lifespan at wider temperature ranges, side reactions induced by charging at extreme temperatures are analyzed and solutions are discussed. Preheating at low temperatures is highlighted especially. Furthermore, charging optimization based on local volume expansion, battery model and big data is summarized. Finally, challenges and promising directions as possible inspirations for future research towards fast charging are proposed. © 2020",Charging optimization; Fast charging; Lithium-ion battery; Material improvement; Thermal issues,Battery management systems; Fast charging (Batteries); Ions; Charging intervals; Extreme temperatures; Material chemistry; Material modifications; Mechanical effects; Microscale mechanism; Temperature range; Vehicle applications; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85090323075

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Zhang L.; Fan W.; Wang Z.; Li W.; Sauer D.U.,"Zhang, Lei (56028400300); Fan, Wentao (57194547966); Wang, Zhenpo (8708281800); Li, Weihan (57216172072); Sauer, Dirk Uwe (7005040792)",56028400300; 57194547966; 8708281800; 57216172072; 7005040792,Battery heating for lithium-ion batteries based on multi-stage alternative currents,2020,Journal of Energy Storage,32,,101885,,,,129,10.1016/j.est.2020.101885,https://www.scopus.com/pages/publications/85091653031?origin=resultslist,"This paper presents a multi-stage alternative current (AC) strategy for internally hearting lithium-ion batteries. To this end, the influence of the amplitude and frequency of ACs is first examined. Electrochemical Impedance Spectroscopy (EIS) tests under different temperatures and frequencies are also conducted to obtain battery impedance spectra that are used to derive the maximum permissible current amplitude under different temperatures. An equivalent circuit model is then proposed and parameterized to predict battery heat generation based on the EIS test datasets. Finally, a multi-stage alternative current strategy is proposed for battery heating, in which the magnitude of the imposed AC is maintained unchanged for a constant time. The effects of different time durations are also examined. The results show that the proposed battery heating strategy can heat the tested battery from -20 °C to above 0 °C in less than 5 minutes without incurring negative impact on battery health and a small current duration is beneficial to reducing the heating time. © 2020",Alternative current; EIS tests; Internal heating; Lithium-ion batteries,Battery management systems; Electrochemical impedance spectroscopy; Equivalent circuits; Heating; Alternative current; Battery health; Battery heating; Battery impedance; Current amplitude; Equivalent circuit model; Parameterized; Time duration; Lithium-ion batteries,Article,Final,,Scopus,2-s2.0-85091653031

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Hasan M.M.; Haque R.; Jahirul M.I.; Rasul M.G.; Fattah I.M.R.; Hassan N.M.S.; Mofijur M.,"Hasan, M.M. (56039302300); Haque, R. (57221228321); Jahirul, M.I. (16175713400); Rasul, M.G. (6603918185); Fattah, I.M.R. (58776756000); Hassan, N.M.S. (7102783134); Mofijur, M. (57204492012)",56039302300; 57221228321; 16175713400; 6603918185; 58776756000; 7102783134; 57204492012,Advancing energy storage: The future trajectory of lithium-ion battery technologies,2025,Journal of Energy Storage,120,,116511,,,,210,10.1016/j.est.2025.116511,https://www.scopus.com/pages/publications/105001796649?origin=resultslist,"Lithium-ion batteries are pivotal in modern energy storage, driving advancements in consumer electronics, electric vehicles (EVs), and grid energy storage. This review explores the current state, challenges, and future trajectory of lithium-ion battery technology, emphasizing its role in addressing global energy demands and advancing sustainability. Despite achieving energy densities up to 300 Wh/kg, cycle lives exceeding 2000 cycles, and fast-charging capabilities, lithium-ion batteries face significant challenges, including safety risks, resource scarcity, and environmental impacts. Recycling inefficiencies and the need for sustainable material alternatives further underscore the urgency for innovation. This paper highlights recent breakthroughs in silicon-based anodes, solid-state electrolytes, and advanced cell designs, which promise to push energy densities beyond 400 Wh/kg and extend cycle lives to over 5000 cycles. Additionally, alternative battery technologies, such as solid-state, sodium-ion, and metal-air systems, are explored for their potential to complement or surpass lithium-ion batteries in specific applications. By bridging the gap between academic research and real-world implementation, this review underscores the critical role of lithium-ion batteries in achieving decarbonization, integrating renewable energy, and enhancing grid stability. Collaborative efforts among researchers, industry stakeholders, and policymakers are essential to overcoming these challenges and driving the transition to cleaner, more sustainable energy systems. © 2025 The Authors",Battery technology; Electric vehicles; Energy storage; Lithium-ion batteries; Recycling; Sustainability,Fast charging (Batteries); Sodium-ion batteries; Solid-State Batteries; 'current; Battery technology; Cycle lives; Electric grids; Energy; Energy density; Global energy demand; Ion batteries; Lithium ions; Lithium-ion-battery technology; Lithium-ion batteries,Review,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105001796649

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Han X.; Lu L.; Zheng Y.; Feng X.; Li Z.; Li J.; Ouyang M.,"Han, Xuebing (34881698500); Lu, Languang (11641454800); Zheng, Yuejiu (55376219400); Feng, Xuning (55084333300); Li, Zhe (59067619200); Li, Jianqiu (8883298900); Ouyang, Minggao (7007149577)",34881698500; 11641454800; 55376219400; 55084333300; 59067619200; 8883298900; 7007149577,A review on the key issues of the lithium ion battery degradation among the whole life cycle,2019,eTransportation,1,,100005,,,,1575,10.1016/j.etran.2019.100005,https://www.scopus.com/pages/publications/85079370954?origin=resultslist,"The lithium ion battery is widely used in electric vehicles (EV). The battery degradation is the key scientific problem in battery research. The battery aging limits its energy storage and power output capability, as well as the performance of the EV including the cost and life span. Therefore, a comprehensive review on the key issues of the battery degradation among the whole life cycle is provided in this paper. Firstly, the battery internal aging mechanisms are reviewed considering different anode and cathode materials for better understanding the battery fade characteristic. Then, to get better life performance, the influence factors affecting battery life are discussed in detail from the perspectives of design, production and application. Finally, considering the difference between the cell and system, the battery system degradation mechanism is discussed. © 2019 Elsevier B.V.",Aging mechanism; Battery life; Battery pack degradation; Electric vehicle; Lithium ion battery,Cathodes; Degradation; Energy storage; Life cycle; Aging mechanism; Battery aging; Battery degradation; Battery systems; Life performance; Lithium ions; Power out put; Whole life cycles; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85079370954

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Piao N.; Gao X.; Yang H.; Guo Z.; Hu G.; Cheng H.-M.; Li F.,"Piao, Nan (55993262400); Gao, Xuning (57223978219); Yang, Huicong (57190226816); Guo, Zhenqiang (57343151200); Hu, Guangjian (57015949500); Cheng, Hui-Ming (7404285996); Li, Feng (57198721416)",55993262400; 57223978219; 57190226816; 57343151200; 57015949500; 7404285996; 57198721416,Challenges and development of lithium-ion batteries for low temperature environments,2022,eTransportation,11,,100145,,,,285,10.1016/j.etran.2021.100145,https://www.scopus.com/pages/publications/85119252439?origin=resultslist,"Lithium-ion batteries (LIBs) play a vital role in portable electronic products, transportation and large-scale energy storage. However, the electrochemical performance of LIBs deteriorates severely at low temperatures, exhibiting significant energy and power loss, charging difficulty, lifetime degradation, and safety issue, which has become one of the biggest challenges for LIBs. This article aims to review challenges and limitations of the battery chemistry in low-temperature environments, as well as the development of low-temperature LIBs from cell level to system level. This review introduces feasible solutions to accelarate low-temperature kinetics by increasing the inherent reactivity from cell design and improving the external reaction temperature from heating techniques. In addition, real-time and accurate monitoring of the battery temperature for the battery thermal management, as well as the optimization of charging protocols and the online lithium-plating monitoring in battery management systems are outlined. In general, a systematic review of low-temperature LIBs is conducted in order to provide references for future research. © 2021 Elsevier B.V.",Cell design; Charging strategy; Heating techniques; Lithium-ion batteries; Low temperature,Battery management systems; Charging (batteries); Ions; Lithium-ion batteries; Online systems; Reaction kinetics; Real time systems; Temperature control; Cell design; Charging strategies; Electronics products; Heating technique; Large-scales; Low temperature environment; Lows-temperatures; Portable electronics; Product scale; Product transportation; Temperature,Article,Final,,Scopus,2-s2.0-85119252439

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Qiu Y.; Jiang F.,"Qiu, Yishu (57220157389); Jiang, Fangming (9846616100)",57220157389; 9846616100,A review on passive and active strategies of enhancing the safety of lithium-ion batteries,2022,International Journal of Heat and Mass Transfer,184,,122288,,,,219,10.1016/j.ijheatmasstransfer.2021.122288,https://www.scopus.com/pages/publications/85120490974?origin=resultslist,"Lithium-ion battery (LIB) becomes the dominant candidate for electric vehicles (EVs) and energy storage systems (ESSs); nevertheless, as its popularization, the number of safety (fire) accidents regarding with LIB thermal runaway increases, undermining the public confidence. Safety turns into one of the main concerns in the widespread usage of LIBs. In this review paper, various faults in LIBs which have a potential risk leading to safety accidents are scrutinized firstly, followed by the presentation of recent progress in strategies of improving the safety of LIBs. Faults in large-scale LIB-based systems like EVs and ESSs for power grids include battery faults, sensor faults and actuator faults. The battery faults can be triggered by mechanical abuse, electrical abuse, thermal abuse as well as aging or degradation. This paper classifies the safety strategies into active safety strategies and passive safety strategies. Passive safety strategies pursue inherent safety in LIBs via material modification and alleviate the hazard level of faults through taking timely countermeasure like fire suppression or extinguishment once the LIB fire accident occurs. On the contrary, the active safety strategies aim to prevent the abuse conditions from developing into uncontrollable thermal runaway or fire accidents by effective state estimation and monitoring, fault diagnosis and early warning, thermal management, equalization technology, etc. © 2021 Elsevier Ltd",Active safety; Electric vehicle; Energy storage system; Lithium-ion battery; Passive safety; Thermal management,Accidents; Battery management systems; Electric power transmission networks; Electric vehicles; Energy storage; Fires; Ions; Temperature control; Active safety; Energy storage system; Fire accident; Passive safety; Potential risks; Review papers; Safety strategy; Storage systems; Thermal; Thermal runaways; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85120490974

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Tian H.; Qin P.; Li K.; Zhao Z.,"Tian, Huixin (12239878300); Qin, Pengliang (57216083047); Li, Kun (57211451133); Zhao, Zhen (59777762400)",12239878300; 57216083047; 57211451133; 59777762400,A review of the state of health for lithium-ion batteries: Research status and suggestions,2020,Journal of Cleaner Production,261,,120813,,,,636,10.1016/j.jclepro.2020.120813,https://www.scopus.com/pages/publications/85082554866?origin=resultslist,"Lithium-ion batteries (LIBs) have become the mainstream power source for battery electric vehicles (BEVs) with relatively superior performance. However, LIBs experience battery aging and performance degradation due to the external environment and internal factors, which should be reflected in the evaluation of the state of health (SOH). Accurately predicting SOH can improve the overall life of the battery and support safe driving in BEVs. At present, while there are many prediction methods for SOH, most are implemented in simulated environments but are challenging to execute in actual industrial production. This review provides a discussion on the aging reasons for LIBs, introduces the SOH prediction method based on the classification framework, and analyzes the key benefits and drawbacks of each method. Finally, the corresponding suggestions and solutions are given in combination with the actual industrial production. © 2020 Elsevier Ltd",Battery aging; Battery electric vehicles; Lithium-ion battery; Prediction method; State of health,Automotive batteries; Battery electric vehicles; Battery management systems; Forecasting; Health; Ions; Battery aging; Classification framework; External environments; Industrial production; Performance degradation; Prediction methods; Simulated environment; State of health; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85082554866

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Bin D.; Wen Y.; Wang Y.; Xia Y.,"Bin, Duan (56241698800); Wen, Yunping (57193565894); Wang, Yonggang (55974922000); Xia, Yongyao (7403027277)",56241698800; 57193565894; 55974922000; 7403027277,The development in aqueous lithium-ion batteries,2018,Journal of Energy Chemistry,27,6,,1521,1535,14,149,10.1016/j.jechem.2018.06.004,https://www.scopus.com/pages/publications/85048872017?origin=resultslist,"To meet the growing energy demands, it is urgent for us to construct grid-scale energy storage system than can connect sustainable energy resources. Aqueous Li-ion batteries (ALIBs) have been widely investigated to become the most promising stationary power sources for sustainable energy such as wind and solar power. It is believed that advantages of ALIBs will overcome the limitations of the traditional organic lithium battery in virtue of the safety and environmentally friendly aqueous electrolyte. In the past decades, plentiful works have been devoted to enhance the performance of different types of ALIBs. In this review, we discuss the development of cathode, anode and electrolyte for acquiring the desired electrochemical performance of ALIBs. Also, the main challenges and outlook in this field are briefly discussed. © 2018 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences",Anode; Aqueous electrolyte; Cathode; Electrochemical performance; Li-ion batteries,Anodes; Cathodes; Electrolytes; Energy conservation; Ions; Solar energy; Aqueous electrolyte; Electrochemical performance; Energy demands; Energy storage systems; Grid scale; Stationary power; Sustainable energy; Wind and solar power; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85048872017

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
